"reviewid","year"
21525,2016.0
21566,2016.0
21533,2016.0
21564,1972.0
21564,2016.0
21333,2016.0
21398,2016.0
21465,2016.0
21556,2016.0
21581,2016.0
21542,2016.0
21543,2016.0
21494,2016.0
21419,2016.0
21524,2016.0
21565,2016.0
21598,2016.0
21492,2016.0
21531,2016.0
21493,2016.0
21578,2016.0
21522,2016.0
21532,2016.0
21468,2016.0
21577,2016.0
21410,2016.0
21507,2016.0
21554,2016.0
21529,2016.0
21413,2016.0
21579,2016.0
21511,2016.0
21530,2016.0
21463,2016.0
21521,2016.0
21514,2016.0
21520,2016.0
21485,2016.0
21515,2016.0
21516,2016.0
21553,2016.0
21409,2016.0
21482,2016.0
21451,2016.0
21539,2016.0
21287,2016.0
21513,2016.0
21552,2016.0
21464,2016.0
21484,2016.0
21499,2016.0
21502,2016.0
21541,2016.0
21469,2016.0
21528,2016.0
21462,2016.0
21506,2016.0
21483,2016.0
21498,2016.0
21519,2016.0
21540,2016.0
21472,2016.0
21517,2016.0
21459,2016.0
21437,1981.0
21437,2016.0
21480,2016.0
21471,2016.0
21450,2016.0
21382,2016.0
21456,2016.0
21481,2016.0
21461,1966.0
21461,2016.0
21479,2016.0
21433,2016.0
21489,2016.0
21384,2016.0
21449,2016.0
21335,2016.0
21383,2016.0
21396,2015.0
21460,2016.0
21310,2015.0
21407,1979.0
21407,2016.0
21381,2016.0
21444,2016.0
21497,2016.0
21441,2016.0
21473,2016.0
21445,2016.0
21438,2016.0
21487,1977.0
21476,1979.0
21478,1977.0
21477,1974.0
21488,1975.0
21496,2016.0
21442,2016.0
21448,2015.0
21457,2015.0
21440,2015.0
21475,2016.0
21380,2016.0
21417,2016.0
21400,1999.0
21400,2016.0
21458,2016.0
21434,2016.0
21406,2016.0
21490,2016.0
21436,2016.0
21455,2016.0
21428,2016.0
21345,1964.0
21345,2015.0
21454,2016.0
21420,2015.0
21431,2016.0
21402,2015.0
21403,2015.0
21422,2016.0
21430,2015.0
21432,2016.0
21397,2015.0
21423,2016.0
21426,2015.0
21347,2016.0
21429,2015.0
21394,2016.0
21388,2016.0
21421,2015.0
21395,2016.0
21446,2016.0
21392,2016.0
21391,2015.0
21418,2016.0
21425,2016.0
21393,2016.0
21387,2016.0
21399,2014.0
21399,2016.0
21405,2016.0
21447,2016.0
21389,2016.0
21353,2015.0
21378,2015.0
21386,2015.0
21330,2015.0
21404,2015.0
21332,2016.0
21355,2015.0
21370,2015.0
21424,2016.0
21385,2015.0
21351,2015.0
21377,2015.0
21416,2015.0
21368,2013.0
21368,2016.0
21350,2016.0
21369,2015.0
21343,2016.0
21341,2015.0
21348,2015.0
21338,2015.0
21337,2015.0
21328,1992.0
21328,2015.0
21349,2015.0
21331,2015.0
21352,2016.0
21326,2015.0
21329,2015.0
20947,2015.0
21342,2015.0
21296,2015.0
21179,2015.0
21344,2015.0
21312,2015.0
21308,2015.0
21325,2015.0
21340,2015.0
21336,2015.0
21324,2015.0
21256,2015.0
21327,2015.0
21305,2015.0
21317,2015.0
21309,2015.0
21297,2015.0
21313,2015.0
21306,1980.0
21306,2015.0
21289,2015.0
21307,2015.0
21283,2015.0
21280,2015.0
21280,1976.0
21321,2015.0
21292,2015.0
21265,1996.0
21265,2015.0
21318,2015.0
21322,2015.0
21286,2015.0
21235,2015.0
21228,2015.0
21263,2015.0
20996,2015.0
21212,2015.0
21302,2015.0
21259,1991.0
21259,2015.0
21281,2015.0
21293,2015.0
21319,2015.0
21209,2015.0
21294,2015.0
21269,2015.0
21304,2015.0
21295,2015.0
21315,2015.0
21245,2015.0
21320,2015.0
21288,2015.0
21158,2015.0
21301,2015.0
21270,2015.0
21250,2015.0
21208,2015.0
21279,1995.0
21279,2015.0
21169,2015.0
21299,2015.0
21201,2015.0
21134,2015.0
21246,2015.0
21275,2015.0
21240,2015.0
21258,2015.0
21242,2015.0
21164,2015.0
21274,2015.0
21300,2015.0
21237,2015.0
21233,2015.0
21213,2015.0
21189,2015.0
21277,2015.0
21159,2015.0
21239,2015.0
21231,2015.0
21221,2015.0
21216,2015.0
21285,2015.0
21241,2015.0
21248,2015.0
21163,2015.0
21135,2015.0
21255,2015.0
21141,2015.0
20916,2015.0
21261,2015.0
21225,2015.0
21247,2015.0
20588,2015.0
21218,1990.0
21218,2015.0
21271,2015.0
21217,2015.0
21266,2015.0
21273,2015.0
21157,2015.0
21109,2015.0
21215,2015.0
21205,2015.0
21276,2015.0
21253,2015.0
21254,2015.0
21272,2015.0
21203,2015.0
21252,2015.0
21264,2015.0
21267,2015.0
21207,2015.0
21188,2015.0
21249,2015.0
21108,2015.0
21232,2015.0
21142,2015.0
21229,2015.0
21133,2015.0
21214,2015.0
21262,2015.0
21092,1968.0
21092,2015.0
21132,2015.0
21191,2015.0
21178,2015.0
21053,2015.0
21180,2015.0
21243,2015.0
21260,2015.0
21220,1970.0
21220,2015.0
21124,2015.0
21177,2015.0
21193,2015.0
21131,2015.0
21110,2015.0
21139,2015.0
21251,2015.0
21056,2015.0
21204,2015.0
21161,2015.0
21100,2015.0
21162,2015.0
21154,2015.0
21176,2015.0
21226,2015.0
21121,2015.0
21175,1990.0
21175,2015.0
21130,2015.0
21128,2015.0
21156,2015.0
21120,2015.0
21187,2015.0
21223,2015.0
21151,2015.0
21155,2015.0
21147,2015.0
21119,2015.0
21081,2015.0
21206,2015.0
21096,1994.0
21096,2015.0
21055,2015.0
21143,2015.0
21196,2015.0
21183,2015.0
21091,2015.0
21224,2015.0
21222,2015.0
21106,2015.0
21211,2015.0
21182,2015.0
21173,2015.0
21098,1962.0
21098,2015.0
21153,2015.0
21174,2015.0
21125,1997.0
21125,2015.0
20980,2015.0
20859,2015.0
21126,2015.0
21200,2015.0
21097,2015.0
21117,2015.0
21089,2015.0
21195,2015.0
21152,2015.0
21197,2015.0
21181,2015.0
21172,2015.0
21116,2015.0
21171,2015.0
20903,2015.0
21198,2015.0
21013,1979.0
21013,2015.0
21148,2015.0
21149,2015.0
21041,2015.0
21202,2015.0
21199,2015.0
21150,2015.0
21054,2015.0
21194,2015.0
21088,2015.0
21018,2015.0
21032,2015.0
21052,2015.0
21039,2015.0
21083,2015.0
21186,2015.0
20979,2015.0
21113,2015.0
21086,2015.0
21085,2015.0
21114,2015.0
21051,2015.0
21185,2015.0
21137,2015.0
21038,2015.0
21138,2015.0
21095,2015.0
21080,2015.0
20432,2015.0
20966,2015.0
21105,2015.0
20965,2015.0
21020,2015.0
21060,2015.0
21115,2015.0
21028,1982.0
21028,2015.0
21082,2015.0
21078,2015.0
21042,2015.0
21044,2015.0
21029,2015.0
21079,2015.0
21050,2015.0
21145,2015.0
21140,2015.0
21122,2015.0
21019,2015.0
21048,2015.0
21022,2015.0
21166,2015.0
21066,2015.0
21094,2015.0
20975,2015.0
21043,2015.0
21107,2015.0
21077,2015.0
20914,2015.0
21065,2015.0
21035,2015.0
20950,2015.0
20995,2015.0
21068,2015.0
20854,2015.0
21104,2015.0
20893,2015.0
21037,2015.0
21129,2015.0
21049,2015.0
21034,2015.0
21101,2015.0
21030,1983.0
21030,2015.0
20998,2015.0
21076,2015.0
21099,2015.0
21075,2015.0
21009,2015.0
21059,2015.0
21069,2015.0
21102,2015.0
20978,2015.0
21014,2015.0
20892,1996.0
20892,2015.0
21073,2015.0
20840,2015.0
21036,2015.0
20949,2015.0
21072,2015.0
21031,2015.0
21033,2015.0
21064,2015.0
20987,2015.0
21084,2015.0
20954,2015.0
20825,2015.0
20960,2015.0
21074,2015.0
21046,2015.0
20994,2015.0
21047,2015.0
20890,2015.0
21015,2015.0
21024,2015.0
21027,2015.0
21016,2015.0
21067,2015.0
21002,2015.0
21008,2015.0
21007,2015.0
20913,2015.0
21058,2015.0
21006,2015.0
20880,2015.0
21011,2015.0
20982,2015.0
20878,2015.0
20912,2015.0
20977,2015.0
20930,2015.0
21025,2015.0
20989,2015.0
20964,2015.0
20829,2015.0
21063,2015.0
21026,2015.0
21001,2015.0
21012,2015.0
20837,2015.0
21005,2015.0
21003,2015.0
20962,2015.0
21004,2015.0
20957,2015.0
20974,2015.0
20976,2015.0
20946,2015.0
20993,2015.0
20953,2015.0
20924,2015.0
20881,2015.0
20891,1998.0
20891,2015.0
20986,2015.0
20992,2015.0
20931,2015.0
21023,2015.0
20991,2015.0
20973,2015.0
20932,2015.0
20944,2015.0
20706,2015.0
21000,2015.0
20961,2015.0
20877,2015.0
20874,2015.0
20999,2015.0
20971,2015.0
20968,2015.0
20834,2015.0
20951,2015.0
20943,2015.0
20981,2015.0
20972,2015.0
20938,2015.0
20875,2015.0
20970,2015.0
20876,2015.0
20967,2015.0
20959,2015.0
20833,2015.0
20922,2015.0
20899,2015.0
20759,2015.0
20790,2015.0
20969,2015.0
20939,2015.0
20940,1999.0
20940,2015.0
20920,2015.0
20945,2015.0
20803,2015.0
20985,2015.0
20926,2015.0
20897,2015.0
20865,2015.0
20988,2015.0
